,date,playerA,playerARacks,playerB,playerBRacks,competition,matchIndex
615,2017-11-16 00:00:00,Niels Feijen,9,Mieszko Fortuński,3,2017 Treviso Open,9
616,2017-11-16 00:00:00,Wojciech Sroczyński,9,Roman Hybler,7,2017 Treviso Open,10
617,2017-11-16 00:00:00,Maxim Dudanez,5,Mario He,9,2017 Treviso Open,11
618,2017-11-16 00:00:00,Marc Bijsterbosch,4,Francisco Sánchez,9,2017 Treviso Open,12
619,2017-11-16 00:00:00,Nick Malai,4,Aleksa Pecelj,9,2017 Treviso Open,13
620,2017-11-16 00:00:00,Ivar Saris,4,Fedor Gorst,9,2017 Treviso Open,14
621,2017-11-16 00:00:00,Petri Makkonen,2,Eklent Kaçi,9,2017 Treviso Open,15
622,2017-11-16 00:00:00,Wojciech Szewczyk,7,Philipp Stojanovic,9,2017 Treviso Open,16
623,2017-11-16 00:00:00,Maximilian Lechner,2,Albin Ouschan,9,2017 Treviso Open,17
624,2017-11-16 00:00:00,Mark Gray,8,Denis Grabe,9,2017 Treviso Open,18
625,2017-11-16 00:00:00,Daryl Peach,9,Marek Kudlik,8,2017 Treviso Open,19
626,2017-11-16 00:00:00,Wiktor Zieliński,9,Daniele Corrieri,6,2017 Treviso Open,20
627,2017-11-16 00:00:00,Niels Feijen,9,Wojciech Sroczyński,5,2017 Treviso Open,21
628,2017-11-16 00:00:00,Mario He,9,Francisco Sánchez,5,2017 Treviso Open,22
629,2017-11-16 00:00:00,Aleksa Pecelj,9,Fedor Gorst,3,2017 Treviso Open,23
630,2017-11-16 00:00:00,Eklent Kaçi,9,Philipp Stojanovic,2,2017 Treviso Open,24
631,2017-11-16 00:00:00,Albin Ouschan,8,Denis Grabe,9,2017 Treviso Open,25
632,2017-11-16 00:00:00,Daryl Peach,5,Wiktor Zieliński,9,2017 Treviso Open,26
633,2017-11-16 00:00:00,Niels Feijen,5,Mario He,9,2017 Treviso Open,27
634,2017-11-16 00:00:00,Aleksa Pecelj,4,Eklent Kaçi,9,2017 Treviso Open,28
635,2017-11-16 00:00:00,Denis Grabe,2,Wiktor Zieliński,9,2017 Treviso Open,29
636,2017-11-16 00:00:00,Mario He,9,Eklent Kaçi,7,2017 Treviso Open,30
637,2017-11-16 00:00:00,Wiktor Zieliński,9,Mario He,1,2017 Treviso Open,31
638,2017-02-23 00:00:00,Wojciech Sroczyński,2,Ruslan Tschinachow,9,2017 Italian Open,1
639,2017-02-23 00:00:00,Sergei Luzker,9,Joshua Filler,8,2017 Italian Open,2
640,2017-02-23 00:00:00,Shane Van Boening,9,Mark Gray,3,2017 Italian Open,3
641,2017-02-23 00:00:00,Miguel Silva,1,Mario He,9,2017 Italian Open,4
642,2017-02-23 00:00:00,Manuel Ederer,7,Konrad Juszczyszyn,9,2017 Italian Open,5
643,2017-02-23 00:00:00,Mika Immonen,6,Albin Ouschan,9,2017 Italian Open,6
644,2017-02-23 00:00:00,Denis Grabe,9,Fedor Gorst,3,2017 Italian Open,7
645,2017-02-23 00:00:00,Eklent Kaçi,6,Mieszko Fortuński,9,2017 Italian Open,8
646,2017-02-23 00:00:00,Ivo Aarts,9,Alexander Kazakis,5,2017 Italian Open,9
647,2017-02-23 00:00:00,Evangelos Vettas,6,Nick van den Berg,9,2017 Italian Open,10
648,2017-02-23 00:00:00,Marco Teutscher,8,Daryl Peach,9,2017 Italian Open,11
649,2017-02-23 00:00:00,Imran Majid,9,Wojciech Szewczyk,7,2017 Italian Open,12
650,2017-02-23 00:00:00,Damianos Giallourakis,9,Bahram Lotfy,4,2017 Italian Open,13
651,2017-02-23 00:00:00,Niels Feijen,9,Francisco Sánchez,6,2017 Italian Open,14
652,2017-02-23 00:00:00,Ivar Saris,8,Ralf Souquet,9,2017 Italian Open,15
653,2017-02-23 00:00:00,Sebastian Ludwig,6,Konstantin Stepanow,9,2017 Italian Open,16
654,2017-02-23 00:00:00,Ruslan Tschinachow,9,Sergei Luzker,4,2017 Italian Open,17
655,2017-02-23 00:00:00,Shane Van Boening,8,Mario He,9,2017 Italian Open,18
656,2017-02-23 00:00:00,Konrad Juszczyszyn,4,Albin Ouschan,9,2017 Italian Open,19
657,2017-02-23 00:00:00,Denis Grabe,9,Mieszko Fortuński,7,2017 Italian Open,20
658,2017-02-23 00:00:00,Ivo Aarts,6,Nick van den Berg,9,2017 Italian Open,21
659,2017-02-23 00:00:00,Daryl Peach,9,Imran Majid,6,2017 Italian Open,22
660,2017-02-23 00:00:00,Damianos Giallourakis,9,Niels Feijen,6,2017 Italian Open,23
661,2017-02-23 00:00:00,Ralf Souquet,9,Konstantin Stepanow,7,2017 Italian Open,24
662,2017-02-23 00:00:00,Ruslan Tschinachow,9,Mario He,4,2017 Italian Open,25
663,2017-02-23 00:00:00,Albin Ouschan,4,Denis Grabe,9,2017 Italian Open,26
664,2017-02-23 00:00:00,Nick van den Berg,5,Daryl Peach,9,2017 Italian Open,27
665,2017-02-23 00:00:00,Damianos Giallourakis,6,Ralf Souquet,9,2017 Italian Open,28
666,2017-02-23 00:00:00,Ruslan Tschinachow,9,Denis Grabe,3,2017 Italian Open,29
667,2017-02-23 00:00:00,Daryl Peach,7,Ralf Souquet,9,2017 Italian Open,30
668,2017-02-23 00:00:00,Ruslan Tschinachow,5,Ralf Souquet,9,2017 Italian Open,31
669,2016-11-24 00:00:00,Mark Gray,9,Sergei Luzker,6,2016 Treviso Open,1
670,2016-11-24 00:00:00,Imran Majid,1,Marco Teutscher,9,2016 Treviso Open,2
671,2016-11-24 00:00:00,Francisco Sánchez,9,Tomasz Kapłan,0,2016 Treviso Open,3
672,2016-11-24 00:00:00,Konstantin Stepanow,6,Mieszko Fortuński,9,2016 Treviso Open,4
673,2016-11-24 00:00:00,Marek Kudlik,9,Ralf Souquet,7,2016 Treviso Open,5
674,2016-11-24 00:00:00,Sascha Trautmann,5,Konrad Juszczyszyn,9,2016 Treviso Open,6
675,2016-11-24 00:00:00,Nick van den Berg,9,Damianos Giallourakis,7,2016 Treviso Open,7
676,2016-11-24 00:00:00,David Alcaide,9,Andrei Seroschtan,3,2016 Treviso Open,8
677,2016-11-24 00:00:00,Stephan Cohen,5,Albin Ouschan,9,2016 Treviso Open,9
678,2016-11-24 00:00:00,Wojciech Sroczyński,9,Joao Grilo,8,2016 Treviso Open,10
679,2016-11-24 00:00:00,Mateusz Śniegocki,7,Joshua Filler,9,2016 Treviso Open,11
680,2016-11-24 00:00:00,Maxim Dudanez,9,Maximilian Lechner,8,2016 Treviso Open,12
681,2016-11-24 00:00:00,Sebastian Ludwig,9,Sebastian Staab,3,2016 Treviso Open,13
682,2016-11-24 00:00:00,Francisco Díaz-Pizarro,8,Mario He,9,2016 Treviso Open,14
683,2016-11-24 00:00:00,Alexander Kazakis,9,José Delgado,6,2016 Treviso Open,15
684,2016-11-24 00:00:00,Roman Hybler,4,Niels Feijen,9,2016 Treviso Open,16
685,2016-11-24 00:00:00,Mark Gray,5,Marco Teutscher,9,2016 Treviso Open,17
686,2016-11-24 00:00:00,Francisco Sánchez,6,Mieszko Fortuński,9,2016 Treviso Open,18
687,2016-11-24 00:00:00,Marek Kudlik,8,Konrad Juszczyszyn,9,2016 Treviso Open,19
688,2016-11-24 00:00:00,Nick van den Berg,4,David Alcaide,9,2016 Treviso Open,20
689,2016-11-24 00:00:00,Albin Ouschan,9,Wojciech Sroczyński,3,2016 Treviso Open,21
690,2016-11-24 00:00:00,Joshua Filler,9,Maxim Dudanez,6,2016 Treviso Open,22
691,2016-11-24 00:00:00,Sebastian Ludwig,9,Mario He,7,2016 Treviso Open,23
692,2016-11-24 00:00:00,Alexander Kazakis,3,Niels Feijen,9,2016 Treviso Open,24
693,2016-11-24 00:00:00,Marco Teutscher,8,Mieszko Fortuński,9,2016 Treviso Open,25
694,2016-11-24 00:00:00,Konrad Juszczyszyn,7,David Alcaide,9,2016 Treviso Open,26
695,2016-11-24 00:00:00,Albin Ouschan,8,Joshua Filler,9,2016 Treviso Open,27
696,2016-11-24 00:00:00,Sebastian Ludwig,8,Niels Feijen,9,2016 Treviso Open,28
697,2016-11-24 00:00:00,Mieszko Fortuński,8,David Alcaide,9,2016 Treviso Open,29
698,2016-11-24 00:00:00,Joshua Filler,9,Niels Feijen,8,2016 Treviso Open,30
699,2016-11-24 00:00:00,David Alcaide,9,Joshua Filler,6,2016 Treviso Open,31
700,2019-02-17 00:00:00,Eklent Kaçi,9,David Alcaide,7,2019 Austria Open,1
701,2019-02-17 00:00:00,Stefan Huber,0,Wojciech Szewczyk,9,2019 Austria Open,2
702,2019-02-17 00:00:00,Konrad Juszczyszyn,9,Imran Majid,4,2019 Austria Open,3
703,2019-02-17 00:00:00,Maximilian Lechner,9,Petri Makkonen,7,2019 Austria Open,4
704,2019-02-17 00:00:00,Radosław Babica,9,Konstantinos Koukiadakis,5,2019 Austria Open,5
705,2019-02-17 00:00:00,Ralf Souquet,9,Miguel Silva,7,2019 Austria Open,6
706,2019-02-17 00:00:00,Francisco Sánchez Ruíz,9,Tobias Bongers,4,2019 Austria Open,7
707,2019-02-17 00:00:00,Denis Grabe,6,Konstantin Stepanov,9,2019 Austria Open,8
708,2019-02-17 00:00:00,Mateusz Śniegocki,6,Tim De Ruyter,9,2019 Austria Open,9
709,2019-02-17 00:00:00,Damianos Giallourakis,9,Mieszko Fortuński,6,2019 Austria Open,10
710,2019-02-17 00:00:00,Marc Bijsterbosch,9,Jakub Koniar,7,2019 Austria Open,11
711,2019-02-17 00:00:00,Mario He,9,Niels Feijen,6,2019 Austria Open,12
712,2019-02-17 00:00:00,Ruslan Chinakhov,9,Ivar Saris,4,2019 Austria Open,13
713,2019-02-17 00:00:00,Marco Dorenburg,6,Ivo Aarts,9,2019 Austria Open,14
714,2019-02-17 00:00:00,Oliver Szolnoki,9,Roman Hybler,7,2019 Austria Open,15
715,2019-02-17 00:00:00,Christian Froehlich,3,Joshua Filler,9,2019 Austria Open,16
716,2019-02-17 00:00:00,Eklent Kaçi,9,Wojciech Szewczyk,8,2019 Austria Open,17
717,2019-02-17 00:00:00,Konrad Juszczyszyn,9,Maximilian Lechner,6,2019 Austria Open,18
718,2019-02-17 00:00:00,Radosław Babica,8,Ralf Souquet,9,2019 Austria Open,19
719,2019-02-17 00:00:00,Francisco Sánchez Ruíz,3,Konstantin Stepanov,9,2019 Austria Open,20
720,2019-02-17 00:00:00,Tim De Ruyter,7,Damianos Giallourakis,9,2019 Austria Open,21
721,2019-02-17 00:00:00,Marc Bijsterbosch,1,Mario He,9,2019 Austria Open,22
722,2019-02-17 00:00:00,Ruslan Chinakhov,6,Ivo Aarts,9,2019 Austria Open,23
723,2019-02-17 00:00:00,Oliver Szolnoki,3,Joshua Filler,9,2019 Austria Open,24
724,2019-02-17 00:00:00,Eklent Kaçi,9,Konrad Juszczyszyn,5,2019 Austria Open,25
725,2019-02-17 00:00:00,Ralf Souquet,9,Konstantin Stepanov,7,2019 Austria Open,26
726,2019-02-17 00:00:00,Damianos Giallourakis,9,Mario He,4,2019 Austria Open,27
727,2019-02-17 00:00:00,Ivo Aarts,7,Joshua Filler,9,2019 Austria Open,28
728,2019-02-17 00:00:00,Eklent Kaçi,9,Ralf Souquet,5,2019 Austria Open,29
729,2019-02-17 00:00:00,Eklent Kaçi,9,Joshua Filler,6,2019 Austria Open,30
730,2019-02-17 00:00:00,Damianos Giallourakis,6,Joshua Filler,9,2019 Austria Open,31
731,2018-04-12 00:00:00,Edmond Zaja,8,Abdullah al-Shammari,9,2018 Austria Open,1
732,2018-04-12 00:00:00,Sanjin Pehlivanović,6,Evangelos Vettas,9,2018 Austria Open,2
733,2018-04-12 00:00:00,Oliver Szolnoki,4,Alexander Kazakis,9,2018 Austria Open,3
734,2018-04-12 00:00:00,Nick Malai,3,Ruslan Tschinachow,9,2018 Austria Open,4
735,2018-04-12 00:00:00,Joshua Filler,9,Stephan Cohen,3,2018 Austria Open,5
736,2018-04-12 00:00:00,Ralf Souquet,9,David Alcaide,4,2018 Austria Open,6
737,2018-04-12 00:00:00,Tomasz Kapłan,8,Niels Feijen,9,2018 Austria Open,7
738,2018-04-12 00:00:00,Abdullah al-Enezi,1,Eklent Kaçi,9,2018 Austria Open,8
739,2018-04-12 00:00:00,Marek Kudlik,8,Wiktor Zieliński,9,2018 Austria Open,9
740,2018-04-12 00:00:00,Maximilian Lechner,9,Mateusz Śniegocki,6,2018 Austria Open,10
741,2018-04-12 00:00:00,Marc Bijsterbosch,9,Sergei Luzker,4,2018 Austria Open,11
742,2018-04-12 00:00:00,Henrique Correia,4,Denis Grabe,9,2018 Austria Open,12
743,2018-04-12 00:00:00,Markus Buck,9,Karol Skowerski,5,2018 Austria Open,13
744,2018-04-12 00:00:00,Roman Hybler,9,Ivar Saris,4,2018 Austria Open,14
745,2018-04-12 00:00:00,Wojciech Szewczyk,9,Fedor Gorst,5,2018 Austria Open,15
746,2018-04-12 00:00:00,Radosław Babica,6,Mario He,9,2018 Austria Open,16
747,2018-04-12 00:00:00,Abdullah al-Shammari,9,Evangelos Vettas,8,2018 Austria Open,17
748,2018-04-12 00:00:00,Alexander Kazakis,9,Ruslan Tschinachow,1,2018 Austria Open,18
749,2018-04-12 00:00:00,Joshua Filler,9,Ralf Souquet,7,2018 Austria Open,19
750,2018-04-12 00:00:00,Niels Feijen,8,Eklent Kaçi,9,2018 Austria Open,20
751,2018-04-12 00:00:00,Wiktor Zieliński,9,Maximilian Lechner,3,2018 Austria Open,21
752,2018-04-12 00:00:00,Marc Bijsterbosch,8,Denis Grabe,9,2018 Austria Open,22
753,2018-04-12 00:00:00,Markus Buck,8,Roman Hybler,9,2018 Austria Open,23
754,2018-04-12 00:00:00,Wojciech Szewczyk,7,Mario He,9,2018 Austria Open,24
755,2018-04-12 00:00:00,Abdullah al-Shammari,2,Alexander Kazakis,9,2018 Austria Open,25
756,2018-04-12 00:00:00,Joshua Filler,7,Eklent Kaçi,9,2018 Austria Open,26
757,2018-04-12 00:00:00,Wiktor Zieliński,4,Denis Grabe,9,2018 Austria Open,27
758,2018-04-12 00:00:00,Roman Hybler,6,Mario He,9,2018 Austria Open,28
759,2018-04-12 00:00:00,Alexander Kazakis,9,Eklent Kaçi,5,2018 Austria Open,29
760,2018-04-12 00:00:00,Denis Grabe,9,Mario He,4,2018 Austria Open,30
761,2018-04-12 00:00:00,Alexander Kazakis,9,Denis Grabe,5,2018 Austria Open,31
762,2017-05-17 00:00:00,David Alcaide,9,Denis Grabe,4,2017 Austria Open,1
763,2017-05-17 00:00:00,Francisco Díaz-Pizarro,9,Oliver Ortmann,6,2017 Austria Open,2
764,2017-05-17 00:00:00,Nikos Ekonomopoulos,4,Albin Ouschan,9,2017 Austria Open,3
765,2017-05-17 00:00:00,Ruslan Tschinachow,9,Wojciech Szewczyk,5,2017 Austria Open,4
766,2017-05-17 00:00:00,Tomasz Kapłan,8,Mario He,9,2017 Austria Open,5
767,2017-05-17 00:00:00,Alexander Kazakis,7,Daryl Peach,9,2017 Austria Open,6
768,2017-05-17 00:00:00,Marco Teutscher,9,Sebastian Ludwig,7,2017 Austria Open,7
769,2017-05-17 00:00:00,Stephan Cohen,6,Niels Feijen,9,2017 Austria Open,8
770,2017-05-17 00:00:00,Konstantin Stepanow,9,Andrei Seroschtan,3,2017 Austria Open,9
771,2017-05-17 00:00:00,Mark Gray,2,Francisco Sánchez,9,2017 Austria Open,10
772,2017-05-17 00:00:00,Jakub Koniar,9,Nick Malai,4,2017 Austria Open,11
773,2017-05-17 00:00:00,Radosław Babica,4,Nick van den Berg,9,2017 Austria Open,12
774,2017-05-17 00:00:00,Fedor Gorst,9,Konrad Juszczyszyn,6,2017 Austria Open,13
775,2017-05-17 00:00:00,Joshua Filler,9,Petri Makkonen,2,2017 Austria Open,14
776,2017-05-17 00:00:00,Imran Majid,9,Mariusz Skoneczny,4,2017 Austria Open,15
777,2017-05-17 00:00:00,Mats Schjetne,9,Daniel Macioł,6,2017 Austria Open,16
778,2017-05-17 00:00:00,David Alcaide,9,Francisco Díaz-Pizarro,6,2017 Austria Open,17
779,2017-05-17 00:00:00,Albin Ouschan,9,Ruslan Tschinachow,5,2017 Austria Open,18
780,2017-05-17 00:00:00,Mario He,9,Daryl Peach,3,2017 Austria Open,19
781,2017-05-17 00:00:00,Marco Teutscher,9,Niels Feijen,5,2017 Austria Open,20
782,2017-05-17 00:00:00,Konstantin Stepanow,6,Francisco Sánchez,9,2017 Austria Open,21
783,2017-05-17 00:00:00,Jakub Koniar,7,Nick van den Berg,9,2017 Austria Open,22
784,2017-05-17 00:00:00,Fedor Gorst,7,Joshua Filler,9,2017 Austria Open,23
785,2017-05-17 00:00:00,Imran Majid,9,Mats Schjetne,4,2017 Austria Open,24
786,2017-05-17 00:00:00,David Alcaide,7,Albin Ouschan,9,2017 Austria Open,25
787,2017-05-17 00:00:00,Mario He,9,Marco Teutscher,4,2017 Austria Open,26
788,2017-05-17 00:00:00,Francisco Sánchez,9,Nick van den Berg,5,2017 Austria Open,27
789,2017-05-17 00:00:00,Joshua Filler,9,Imran Majid,2,2017 Austria Open,28
790,2017-05-17 00:00:00,Albin Ouschan,8,Mario He,9,2017 Austria Open,29
791,2017-05-17 00:00:00,Francisco Sánchez,9,Joshua Filler,7,2017 Austria Open,30
792,2017-05-17 00:00:00,Mario He,9,Francisco Sánchez,2,2017 Austria Open,31
793,2019-10-13 00:00:00,Joshua Filler,9,Jakub Koniar,6,2019 Klagenfurt Open,1
794,2019-10-13 00:00:00,Nikos Ekonomopoulos,8,Oliver Szolnoki,9,2019 Klagenfurt Open,2
795,2019-10-13 00:00:00,Francisco Sanchez-Ruiz,3,Wojciech Szewczyk,9,2019 Klagenfurt Open,3
796,2019-10-13 00:00:00,Wojciech Szewczyk,8,Marc Bijsterbosch,9,2019 Klagenfurt Open,4
797,2019-10-13 00:00:00,Miguel Silva,9,Sascha Specchia,4,2019 Klagenfurt Open,5
798,2019-10-13 00:00:00,Mark Gray,9,Piotr Ostrowski,2,2019 Klagenfurt Open,6
799,2019-10-13 00:00:00,Maksim Dudanets,9,Petri Makkonen,7,2019 Klagenfurt Open,7
800,2019-10-13 00:00:00,Daniel Maciol,5,Denis Grabe,9,2019 Klagenfurt Open,8
801,2019-10-13 00:00:00,Sanjin Pehlivanovic,9,Dimitris Loukatos,4,2019 Klagenfurt Open,9
802,2019-10-13 00:00:00,Wiktor Zielinski,9,Albin Ouschan,6,2019 Klagenfurt Open,10
803,2019-10-13 00:00:00,Damianos Giallourakis,9,Tomasz Kapłan,4,2019 Klagenfurt Open,11
804,2019-10-13 00:00:00,Jani Siekkinen,5,Mats Schjetne,9,2019 Klagenfurt Open,12
805,2019-10-13 00:00:00,Maximilian Lechner,1,Ruslan Chinachov,9,2019 Klagenfurt Open,13
806,2019-10-13 00:00:00,Mickey Krause,3,Fedor Gorst,9,2019 Klagenfurt Open,14
807,2019-10-13 00:00:00,Alexander Kazakis,9,David Alcaide,5,2019 Klagenfurt Open,15
808,2019-10-13 00:00:00,Mario He,1,Eklent Kaçi,9,2019 Klagenfurt Open,16
809,2019-10-13 00:00:00,Joshua Filler,9,Oliver Szolnoki,7,2019 Klagenfurt Open,17
810,2019-10-13 00:00:00,Wojciech Szewczyk,7,Marc Bijsterbosch,9,2019 Klagenfurt Open,18
811,2019-10-13 00:00:00,Miguel Silva,9,Mark Gray,4,2019 Klagenfurt Open,19
812,2019-10-13 00:00:00,Maksim Dudanets,2,Denis Grabe,9,2019 Klagenfurt Open,20
813,2019-10-13 00:00:00,Sanjin Pehlivanovic,5,Wiktor Zielinski,9,2019 Klagenfurt Open,21
814,2019-10-13 00:00:00,Damianos Giallourakis,6,Mats Schjetne,9,2019 Klagenfurt Open,22
815,2019-10-13 00:00:00,Ruslan Chinachov,8,Fedor Gorst,9,2019 Klagenfurt Open,23
816,2019-10-13 00:00:00,Alexander Kazakis,9,Eklent Kaçi,7,2019 Klagenfurt Open,24
817,2019-10-13 00:00:00,Joshua Filler,8,Marc Bijsterbosch,9,2019 Klagenfurt Open,25
818,2019-10-13 00:00:00,Miguel Silva,8,Denis Grabe,9,2019 Klagenfurt Open,26
819,2019-10-13 00:00:00,Wiktor Zielinski,4,Mats Schjetne,9,2019 Klagenfurt Open,27
820,2019-10-13 00:00:00,Fedor Gorst,6,Alexander Kazakis,9,2019 Klagenfurt Open,28
821,2019-10-13 00:00:00,Marc Bijsterbosch,9,Denis Grabe,8,2019 Klagenfurt Open,29
822,2019-10-13 00:00:00,Marc Bijsterbosch,8,Alexander Kazakis,9,2019 Klagenfurt Open,30
823,2018-10-10 00:00:00,Joshua Filler,9,David Alcaide,7,2018 Klagenfurt Open,1
824,2018-10-10 00:00:00,Mohammed Soufi,9,Imran Majid,8,2018 Klagenfurt Open,2
825,2018-10-10 00:00:00,Wojciech Sroczynski,9,Konstantin Koukiadakis,7,2018 Klagenfurt Open,3
826,2018-10-10 00:00:00,Marc Bijsterbosch,9,Arjan Matrizi,3,2018 Klagenfurt Open,4
827,2018-10-10 00:00:00,Kim Laaksonen,3,Mateusz Śniegocki,9,2018 Klagenfurt Open,5
828,2018-10-10 00:00:00,Mark Gray,9,Matjaz Erculj,8,2018 Klagenfurt Open,6
